county_state,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22
whatcom_wa,19.0,0.135,0.04,0.096
wheatland_mt,5.0,0.178,0.056,0.122
wheeler_ga,5.0,0.226,0.089,0.136
wheeler_ne,5.0,0.367,0.104,0.263
wheeler_or,4.0,0.206,0.037,0.169
wheeler_tx,6.0,0.32,0.1,0.22
white_ar,18.0,0.343,0.08,0.263
white_ga,5.0,0.292,0.082,0.21
white_il,10.0,0.225,0.053,0.172
white_in,15.0,0.211,0.076,0.135
white_tn,5.0,0.365,0.126,0.239
white pine_nv,7.0,0.448,0.137,0.311
whiteside_il,14.0,0.263,0.044,0.219
whitfield_ga,8.0,0.332,0.102,0.23
whitley_in,9.0,0.307,0.092,0.215
whitley_ky,7.0,0.303,0.113,0.191
whitman_wa,23.0,0.096,0.022,0.074
wibaux_mt,1.0,0.749,0.058,0.692
wichita_ks,3.0,0.264,0.056,0.208
wichita_tx,11.0,0.147,0.056,0.09
wicomico_md,17.0,0.184,0.058,0.126
wilbarger_tx,6.0,0.156,0.055,0.101
wilcox_al,15.0,0.204,0.08,0.125
wilcox_ga,7.0,0.236,0.078,0.158
wilkes_ga,5.0,0.186,0.078,0.108
wilkes_nc,21.0,0.239,0.08,0.159
wilkin_mn,10.0,0.168,0.036,0.131
wilkinson_ga,8.0,0.199,0.099,0.099
wilkinson_ms,4.0,0.256,0.126,0.13
will_il,44.0,0.161,0.039,0.122
willacy_tx,6.0,0.127,0.069,0.058
williams_nd,10.0,0.505,0.125,0.38
williams_oh,12.0,0.354,0.112,0.243
williamsburg_sc,11.0,0.245,0.06,0.185
williamsburg city_va,3.0,0.076,0.025,0.05
williamson_il,20.0,0.214,0.055,0.159
williamson_tn,16.0,0.196,0.077,0.119
williamson_tx,27.0,0.16,0.047,0.113
wilson_ks,9.0,0.35,0.097,0.252
wilson_nc,17.0,0.212,0.079,0.133
wilson_tn,11.0,0.225,0.077,0.148
wilson_tx,12.0,0.265,0.067,0.198
winchester city_va,1.0,0.114,0.042,0.072
windham_ct,31.0,0.122,0.029,0.094
windham_vt,24.0,0.12,0.021,0.099
windsor_vt,32.0,0.162,0.029,0.133
winkler_tx,3.0,0.472,0.155,0.317
winn parish_la,10.0,0.382,0.074,0.307
winnebago_ia,9.0,0.187,0.076,0.111
winnebago_il,27.0,0.201,0.059,0.143
winnebago_wi,19.0,0.213,0.061,0.152
winneshiek_ia,12.0,0.194,0.039,0.155
winona_mn,14.0,0.128,0.033,0.095
winston_al,12.0,0.28,0.089,0.191
winston_ms,7.0,0.199,0.08,0.118
wirt_wv,8.0,0.314,0.088,0.226
wise_tx,15.0,0.33,0.074,0.256
wise_va,8.0,0.144,0.055,0.089
wolfe_ky,4.0,0.178,0.072,0.105
wood_oh,31.0,0.234,0.059,0.175
wood_tx,11.0,0.336,0.088,0.247
wood_wi,15.0,0.277,0.09,0.187
wood_wv,13.0,0.266,0.11,0.157
woodbury_ia,25.0,0.294,0.067,0.226
woodford_il,16.0,0.292,0.041,0.251
woodford_ky,4.0,0.112,0.036,0.076
woodruff_ar,9.0,0.176,0.078,0.098
woods_ok,8.0,0.315,0.073,0.242
woodson_ks,6.0,0.24,0.065,0.175
woodward_ok,9.0,0.398,0.114,0.284
worcester_ma,87.0,0.103,0.031,0.072
worcester_md,12.0,0.203,0.062,0.14
worth_ga,11.0,0.226,0.075,0.151
worth_ia,10.0,0.192,0.053,0.139
worth_mo,6.0,0.254,0.058,0.196
wrangell city and borough_ak,2.0,0.284,0.042,0.242
wright_ia,14.0,0.241,0.065,0.177
wright_mn,19.0,0.261,0.064,0.197
wright_mo,11.0,0.356,0.091,0.265
wyandot_oh,12.0,0.261,0.052,0.209
wyandotte_ks,13.0,0.113,0.051,0.062
wyoming_ny,25.0,0.185,0.056,0.128
wyoming_pa,14.0,0.209,0.06,0.149
wyoming_wv,38.0,0.289,0.087,0.202
wythe_va,11.0,0.197,0.08,0.117
yadkin_nc,6.0,0.322,0.093,0.229
yakima_wa,23.0,0.219,0.074,0.145
yakutat city and borough_ak,1.0,0.08,0.031,0.049
yalobusha_ms,6.0,0.249,0.081,0.169
yamhill_or,15.0,0.179,0.036,0.143
yancey_nc,4.0,0.306,0.092,0.214
yankton_sd,10.0,0.207,0.069,0.138
yates_ny,13.0,0.169,0.057,0.112
yavapai_az,32.0,0.261,0.075,0.187
yazoo_ms,8.0,0.291,0.118,0.173
yell_ar,12.0,0.303,0.087,0.216
yellow medicine_mn,13.0,0.199,0.04,0.159
yellowstone_mt,15.0,0.291,0.071,0.219
yoakum_tx,4.0,0.187,0.06,0.127
yolo_ca,21.0,0.128,0.04,0.088
york_me,36.0,0.107,0.025,0.082
york_ne,10.0,0.251,0.055,0.196
york_pa,45.0,0.221,0.062,0.159
york_sc,16.0,0.267,0.073,0.194
york_va,10.0,0.097,0.033,0.063
young_tx,6.0,0.26,0.107,0.153
yuba_ca,17.0,0.239,0.066,0.174
yukon-koyukuk census area_ak,32.0,0.132,0.031,0.1
yuma_az,10.0,0.14,0.038,0.103
yuma_co,10.0,0.232,0.062,0.17
zapata_tx,5.0,0.131,0.044,0.087
zavala_tx,3.0,0.205,0.128,0.077
ziebach_sd,7.0,0.226,0.079,0.147
